date,team,opponent,points_for,points_against,is_home,win
2003-11-29,1610612743,1610612746,98.0,86.0,0,1
2003-12-02,1610612743,1610612739,115.0,103.0,1,1
2003-12-03,1610612743,1610612744,117.0,109.0,0,1
2003-12-05,1610612743,1610612744,98.0,91.0,1,1
2003-12-07,1610612743,1610612738,111.0,116.0,1,0
2003-12-09,1610612743,1610612737,98.0,112.0,0,0
2003-12-12,1610612743,1610612755,86.0,77.0,0,1
2003-12-13,1610612743,1610612752,88.0,95.0,0,0
2003-12-16,1610612743,1610612740,116.0,94.0,1,1
2003-12-17,1610612743,1610612760,99.0,98.0,0,1
2003-12-19,1610612743,1610612747,99.0,101.0,0,0
2003-12-20,1610612743,1610612760,106.0,115.0,1,0
2003-12-22,1610612743,1610612763,106.0,99.0,1,1
2003-12-26,1610612743,1610612745,95.0,94.0,1,1
2003-12-28,1610612743,1610612744,103.0,79.0,1,1
2003-12-30,1610612743,1610612761,74.0,81.0,1,0
2003-12-31,1610612743,1610612746,104.0,120.0,0,0
2004-01-02,1610612743,1610612757,106.0,96.0,0,1
2004-01-03,1610612743,1610612737,76.0,84.0,1,0
2004-01-05,1610612743,1610612759,74.0,98.0,1,0
2004-01-07,1610612743,1610612747,113.0,91.0,1,1
2004-01-09,1610612743,1610612762,106.0,96.0,1,1
2004-01-11,1610612743,1610612758,106.0,117.0,0,0
2004-01-13,1610612743,1610612756,105.0,92.0,0,1
2004-01-14,1610612743,1610612747,71.0,97.0,0,0
2004-01-16,1610612743,1610612742,88.0,91.0,1,0
2004-01-18,1610612743,1610612748,88.0,80.0,1,1
2004-01-20,1610612743,1610612762,96.0,75.0,0,1
2004-01-21,1610612743,1610612756,97.0,92.0,1,1
2004-01-23,1610612743,1610612740,91.0,97.0,0,0
2004-01-25,1610612743,1610612763,88.0,106.0,0,0
2004-01-26,1610612743,1610612750,95.0,97.0,1,0
2004-01-28,1610612743,1610612741,115.0,99.0,1,1
2004-01-31,1610612743,1610612742,107.0,102.0,0,1
2004-02-02,1610612743,1610612757,116.0,97.0,1,1
2004-02-06,1610612743,1610612744,87.0,96.0,0,0
2004-02-08,1610612743,1610612758,92.0,115.0,0,0
2004-02-09,1610612743,1610612763,86.0,83.0,1,1
2004-02-12,1610612743,1610612757,107.0,98.0,0,1
2004-02-17,1610612743,1610612755,106.0,85.0,1,1
2004-02-20,1610612743,1610612753,98.0,102.0,0,0
2004-02-21,1610612743,1610612748,81.0,97.0,0,0
2004-02-23,1610612743,1610612763,106.0,109.0,0,0
2004-02-25,1610612743,1610612747,111.0,112.0,1,0
2004-02-28,1610612743,1610612759,92.0,117.0,0,0
2004-02-29,1610612743,1610612752,107.0,96.0,1,1
2004-03-02,1610612743,1610612751,91.0,95.0,1,0
2004-03-06,1610612743,1610612765,66.0,97.0,1,0
2004-03-07,1610612743,1610612754,94.0,103.0,1,0
2004-03-09,1610612743,1610612764,117.0,87.0,0,1
2004-03-10,1610612743,1610612751,97.0,98.0,0,0
2004-03-12,1610612743,1610612749,117.0,111.0,0,1
2004-03-14,1610612743,1610612762,102.0,75.0,1,1
2004-03-17,1610612743,1610612738,100.0,104.0,0,0
2004-03-19,1610612743,1610612765,75.0,94.0,0,0
2004-03-21,1610612743,1610612750,77.0,98.0,0,0
2004-03-22,1610612743,1610612746,102.0,80.0,1,1
2004-03-24,1610612743,1610612750,101.0,92.0,1,1
2004-03-26,1610612743,1610612760,86.0,102.0,0,0
2004-03-27,1610612743,1610612762,83.0,85.0,0,0
2004-03-30,1610612743,1610612760,124.0,119.0,1,1
2004-04-02,1610612743,1610612745,110.0,100.0,1,1
2004-04-07,1610612743,1610612756,111.0,96.0,0,1
2004-04-09,1610612743,1610612745,103.0,106.0,0,0
2004-04-10,1610612743,1610612757,110.0,100.0,1,1
2004-04-12,1610612743,1610612758,97.0,89.0,1,1
2004-04-14,1610612743,1610612759,67.0,93.0,0,0
2004-04-18,1610612743,1610612750,92.0,106.0,0,0
2004-04-21,1610612743,1610612750,81.0,95.0,0,0
2004-04-24,1610612743,1610612750,107.0,86.0,1,1
2004-04-27,1610612743,1610612750,82.0,84.0,1,0
2004-04-30,1610612743,1610612750,91.0,102.0,0,0
2004-10-22,1610612743,1610612744,105.0,86.0,0,1
2004-10-24,1610612743,1610612754,98.0,80.0,1,1
2004-10-26,1610612743,1610612761,102.0,98.0,1,1
2004-10-28,1610612743,1610612745,93.0,88.0,0,1
2004-10-29,1610612743,1610612754,98.0,79.0,0,1
2004-11-02,1610612743,1610612747,78.0,89.0,0,0
2004-11-04,1610612743,1610612750,94.0,92.0,1,1
2004-11-06,1610612743,1610612762,82.0,106.0,1,0
2004-11-08,1610612743,1610612762,91.0,102.0,0,0
2004-11-09,1610612743,1610612760,88.0,108.0,1,0
2004-11-11,1610612743,1610612765,117.0,109.0,1,1
2004-11-14,1610612743,1610612758,89.0,101.0,0,0
2004-11-17,1610612743,1610612761,112.0,106.0,1,1
2004-11-19,1610612743,1610612741,99.0,81.0,1,1
2004-11-21,1610612743,1610612742,110.0,82.0,1,1
2004-11-23,1610612743,1610612751,90.0,88.0,1,1
2004-11-26,1610612743,1610612759,75.0,89.0,1,0
2004-11-27,1610612743,1610612745,82.0,76.0,0,1
2004-11-29,1610612743,1610612740,76.0,67.0,1,1
2004-12-02,1610612743,1610612739,73.0,92.0,1,0
2004-12-04,1610612743,1610612748,104.0,95.0,1,1
2004-12-06,1610612743,1610612753,115.0,102.0,1,1
2004-12-08,1610612743,1610612764,111.0,105.0,0,1
2004-12-10,1610612743,1610612761,101.0,87.0,0,1
2004-12-12,1610612743,1610612752,96.0,107.0,0,0
2004-12-14,1610612743,1610612755,102.0,110.0,0,0
2004-12-15,1610612743,1610612738,100.0,99.0,0,1
2004-12-17,1610612743,1610612748,100.0,107.0,0,0
2004-12-18,1610612743,1610612753,95.0,117.0,0,0
2004-12-20,1610612743,1610612756,105.0,107.0,1,0
2004-12-22,1610612743,1610612760,83.0,98.0,0,0
2004-12-26,1610612743,1610612742,88.0,102.0,1,0
2004-12-27,1610612743,1610612744,101.0,104.0,0,0
2004-12-31,1610612743,1610612755,97.0,92.0,1,1
2005-01-02,1610612743,1610612747,91.0,99.0,0,0
2005-01-03,1610612743,1610612746,98.0,102.0,1,0
2005-01-08,1610612743,1610612759,90.0,99.0,0,0
2005-01-09,1610612743,1610612745,98.0,116.0,1,0
2005-01-11,1610612743,1610612758,100.0,109.0,0,0
2005-01-12,1610612743,1610612747,95.0,83.0,1,1
2005-01-14,1610612743,1610612750,83.0,93.0,1,0
2005-01-17,1610612743,1610612744,97.0,107.0,0,0
2005-01-18,1610612743,1610612760,116.0,110.0,0,1
2005-01-21,1610612743,1610612763,92.0,82.0,1,1
2005-01-23,1610612743,1610612742,93.0,95.0,0,0
2005-01-25,1610612743,1610612741,107.0,111.0,0,0
2005-01-26,1610612743,1610612765,70.0,87.0,0,0
2005-01-28,1610612743,1610612749,106.0,100.0,0,1
2005-01-29,1610612743,1610612754,95.0,88.0,0,1
2005-02-01,1610612743,1610612752,96.0,76.0,1,1
2005-02-02,1610612743,1610612757,94.0,97.0,0,0
2005-02-05,1610612743,1610612744,107.0,91.0,1,1
2005-02-08,1610612743,1610612762,97.0,87.0,1,1
2005-02-09,1610612743,1610612750,92.0,98.0,0,0
2005-02-11,1610612743,1610612739,106.0,101.0,0,1
2005-02-13,1610612743,1610612751,79.0,94.0,0,0
2005-02-15,1610612743,1610612737,100.0,96.0,0,1
2005-02-16,1610612743,1610612766,88.0,94.0,0,0
2005-02-23,1610612743,1610612738,107.0,86.0,1,1
2005-02-25,1610612743,1610612763,97.0,94.0,0,1
2005-02-27,1610612743,1610612740,94.0,93.0,0,1
2005-03-01,1610612743,1610612737,97.0,74.0,1,1
2005-03-03,1610612743,1610612754,96.0,87.0,1,1
2005-03-05,1610612743,1610612746,105.0,89.0,0,1
2005-03-07,1610612743,1610612757,111.0,98.0,1,1
2005-03-12,1610612743,1610612759,90.0,87.0,0,1
2005-03-13,1610612743,1610612756,101.0,106.0,1,0
2005-03-16,1610612743,1610612766,120.0,101.0,1,1
2005-03-18,1610612743,1610612746,115.0,96.0,1,1
2005-03-20,1610612743,1610612749,114.0,103.0,1,1
2005-03-22,1610612743,1610612764,127.0,98.0,1,1
2005-03-24,1610612743,1610612747,117.0,96.0,1,1
2005-03-26,1610612743,1610612758,113.0,99.0,1,1
2005-03-28,1610612743,1610612756,114.0,123.0,0,0
2005-03-30,1610612743,1610612762,109.0,98.0,0,1
2005-04-01,1610612743,1610612759,102.0,84.0,1,1
2005-04-02,1610612743,1610612757,103.0,97.0,0,1
2005-04-05,1610612743,1610612763,94.0,91.0,0,1
2005-04-06,1610612743,1610612740,94.0,83.0,0,1
2005-04-08,1610612743,1610612750,107.0,104.0,0,1
2005-04-09,1610612743,1610612760,121.0,105.0,1,1
2005-04-11,1610612743,1610612744,122.0,106.0,1,1
2005-04-13,1610612743,1610612740,116.0,102.0,1,1
2005-04-15,1610612743,1610612763,111.0,102.0,1,1
2005-04-16,1610612743,1610612745,87.0,115.0,0,0
2005-04-18,1610612743,1610612756,114.0,128.0,0,0
2005-04-19,1610612743,1610612757,119.0,115.0,1,1
2005-04-24,1610612743,1610612759,93.0,87.0,0,1
2005-04-27,1610612743,1610612759,76.0,104.0,0,0
2005-04-30,1610612743,1610612759,78.0,86.0,1,0
2005-05-02,1610612743,1610612759,115.0,126.0,1,0
2005-05-04,1610612743,1610612759,89.0,99.0,0,0
2005-10-13,1610612743,1610612740,90.0,100.0,1,0
2005-10-15,1610612743,1610612757,112.0,85.0,1,1
2005-10-18,1610612743,1610612758,102.0,99.0,0,1
2005-10-20,1610612743,1610612747,105.0,94.0,0,1
2005-10-21,1610612743,1610612764,97.0,91.0,1,1
2005-10-23,1610612743,1610612740,97.0,93.0,0,1
2005-10-26,1610612743,1610612749,118.0,115.0,1,1
2005-10-28,1610612743,1610612762,89.0,83.0,0,1
2005-11-01,1610612743,1610612759,91.0,102.0,0,0
2005-11-02,1610612743,1610612747,97.0,99.0,1,0
2005-11-04,1610612743,1610612757,107.0,68.0,1,1
2005-11-06,1610612743,1610612747,92.0,112.0,0,0
2005-11-09,1610612743,1610612758,107.0,91.0,1,1
2005-11-11,1610612743,1610612758,85.0,101.0,0,0
2005-11-13,1610612743,1610612750,102.0,91.0,1,1
2005-11-15,1610612743,1610612742,80.0,83.0,0,0
2005-11-16,1610612743,1610612740,91.0,81.0,0,1
2005-11-18,1610612743,1610612752,95.0,86.0,1,1
2005-11-20,1610612743,1610612763,99.0,83.0,1,1
2005-11-22,1610612743,1610612764,108.0,105.0,0,1
2005-11-23,1610612743,1610612765,89.0,114.0,0,0
2005-11-25,1610612743,1610612746,105.0,95.0,1,1
2005-11-28,1610612743,1610612751,92.0,101.0,1,0
2005-11-30,1610612743,1610612740,95.0,102.0,1,0
2005-12-02,1610612743,1610612756,97.0,102.0,0,0
2005-12-03,1610612743,1610612748,101.0,99.0,1,1
2005-12-06,1610612743,1610612737,125.0,116.0,1,1
2005-12-09,1610612743,1610612748,100.0,92.0,0,1
2005-12-10,1610612743,1610612753,83.0,94.0,0,0
2005-12-13,1610612743,1610612766,101.0,85.0,0,1
2005-12-15,1610612743,1610612739,85.0,94.0,0,0
2005-12-16,1610612743,1610612751,106.0,115.0,0,0
2005-12-18,1610612743,1610612737,107.0,110.0,0,0
2005-12-21,1610612743,1610612764,110.0,116.0,1,0
2005-12-23,1610612743,1610612745,108.0,86.0,1,1
2005-12-26,1610612743,1610612744,118.0,112.0,0,1
2005-12-27,1610612743,1610612755,106.0,108.0,1,0
2005-12-29,1610612743,1610612760,105.0,112.0,1,0
2005-12-31,1610612743,1610612759,88.0,98.0,1,0
2006-01-02,1610612743,1610612738,120.0,110.0,1,1
2006-01-04,1610612743,1610612754,106.0,86.0,1,1
2006-01-06,1610612743,1610612742,112.0,114.0,1,0
2006-01-08,1610612743,1610612745,92.0,90.0,0,1
2006-01-10,1610612743,1610612756,139.0,137.0,1,1
2006-01-13,1610612743,1610612750,89.0,103.0,0,0
2006-01-14,1610612743,1610612749,100.0,93.0,0,1
2006-01-16,1610612743,1610612741,97.0,94.0,0,1
2006-01-18,1610612743,1610612739,90.0,89.0,1,1
2006-01-20,1610612743,1610612762,113.0,83.0,1,1
2006-01-22,1610612743,1610612759,89.0,85.0,0,1
2006-01-23,1610612743,1610612761,107.0,101.0,1,1
2006-01-25,1610612743,1610612757,97.0,94.0,0,1
2006-01-27,1610612743,1610612746,87.0,105.0,1,0
2006-01-28,1610612743,1610612746,79.0,112.0,0,0
2006-01-31,1610612743,1610612758,91.0,98.0,0,0
2006-02-01,1610612743,1610612762,90.0,103.0,0,0
2006-02-04,1610612743,1610612757,105.0,104.0,1,1
2006-02-06,1610612743,1610612744,114.0,122.0,0,0
2006-02-08,1610612743,1610612741,107.0,110.0,1,0
2006-02-10,1610612743,1610612742,113.0,104.0,1,1
2006-02-12,1610612743,1610612760,120.0,112.0,0,1
2006-02-15,1610612743,1610612756,101.0,116.0,1,0
2006-02-21,1610612743,1610612766,100.0,84.0,1,1
2006-02-24,1610612743,1610612750,102.0,101.0,0,1
2006-02-27,1610612743,1610612749,89.0,110.0,1,0
2006-03-01,1610612743,1610612765,98.0,87.0,1,1
2006-03-03,1610612743,1610612745,78.0,89.0,0,0
2006-03-04,1610612743,1610612753,110.0,94.0,1,1
2006-03-06,1610612743,1610612763,115.0,101.0,1,1
2006-03-09,1610612743,1610612755,97.0,93.0,0,1
2006-03-10,1610612743,1610612761,108.0,97.0,0,1
2006-03-12,1610612743,1610612738,101.0,106.0,0,0
2006-03-13,1610612743,1610612752,108.0,96.0,0,1
2006-03-15,1610612743,1610612754,101.0,99.0,0,1
2006-03-17,1610612743,1610612763,102.0,116.0,0,0
2006-03-18,1610612743,1610612740,109.0,94.0,0,1
2006-03-22,1610612743,1610612759,104.0,92.0,1,1
2006-03-24,1610612743,1610612760,117.0,104.0,1,1
2006-03-25,1610612743,1610612756,96.0,107.0,0,0
2006-03-29,1610612743,1610612762,104.0,115.0,1,0
2006-03-31,1610612743,1610612750,106.0,94.0,1,1
2006-04-02,1610612743,1610612742,79.0,103.0,0,0
2006-04-04,1610612743,1610612746,109.0,111.0,0,0
2006-04-06,1610612743,1610612747,110.0,108.0,1,1
2006-04-08,1610612743,1610612744,95.0,92.0,1,1
2006-04-10,1610612743,1610612757,110.0,98.0,0,1
2006-04-12,1610612743,1610612762,83.0,104.0,0,0
2006-04-15,1610612743,1610612758,82.0,100.0,1,0
2006-04-17,1610612743,1610612745,83.0,86.0,1,0
2006-04-19,1610612743,1610612760,98.0,109.0,0,0
2006-04-22,1610612743,1610612746,87.0,89.0,0,0
2006-04-24,1610612743,1610612746,87.0,98.0,0,0
2006-04-27,1610612743,1610612746,94.0,87.0,1,1
2006-04-29,1610612743,1610612746,86.0,100.0,1,0
2006-05-01,1610612743,1610612746,83.0,101.0,0,0
2006-10-14,1610612743,1610612744,115.0,121.0,1,0
2006-10-18,1610612743,1610612754,114.0,102.0,1,1
2006-10-21,1610612743,1610612749,108.0,119.0,0,0
2006-10-22,1610612743,1610612765,124.0,105.0,0,1
2006-10-24,1610612743,1610612762,107.0,127.0,1,0
2006-10-26,1610612743,1610612747,126.0,108.0,0,1
2006-10-27,1610612743,1610612746,112.0,86.0,0,1
2006-11-02,1610612743,1610612746,95.0,96.0,0,0
2006-11-03,1610612743,1610612750,109.0,112.0,1,0
2006-11-08,1610612743,1610612752,107.0,109.0,1,0
2006-11-10,1610612743,1610612755,108.0,101.0,0,1
2006-11-12,1610612743,1610612766,108.0,101.0,0,1
2006-11-14,1610612743,1610612748,112.0,105.0,0,1
2006-11-15,1610612743,1610612753,99.0,108.0,0,0
2006-11-18,1610612743,1610612761,117.0,109.0,1,1
2006-11-21,1610612743,1610612741,113.0,109.0,1,1
2006-11-22,1610612743,1610612744,115.0,112.0,0,1
2006-11-24,1610612743,1610612744,140.0,129.0,1,1
2006-11-26,1610612743,1610612746,103.0,88.0,1,1
2006-11-28,1610612743,1610612763,96.0,108.0,1,0
2006-12-01,1610612743,1610612750,106.0,92.0,0,1
2006-12-02,1610612743,1610612754,121.0,101.0,1,1
2006-12-06,1610612743,1610612737,96.0,98.0,1,0
2006-12-08,1610612743,1610612748,123.0,107.0,1,1
2006-12-09,1610612743,1610612742,90.0,105.0,0,0
2006-12-12,1610612743,1610612737,100.0,87.0,0,1
2006-12-13,1610612743,1610612764,91.0,120.0,0,0
2006-12-15,1610612743,1610612738,114.0,119.0,0,0
2006-12-16,1610612743,1610612752,123.0,100.0,0,1
2006-12-18,1610612743,1610612764,117.0,108.0,1,1
2006-12-22,1610612743,1610612758,96.0,101.0,1,0
2006-12-26,1610612743,1610612738,116.0,105.0,1,1
2006-12-28,1610612743,1610612760,112.0,98.0,1,1
2006-12-29,1610612743,1610612740,89.0,99.0,0,0
2006-12-31,1610612743,1610612742,85.0,89.0,1,0
2007-01-02,1610612743,1610612755,97.0,108.0,1,0
2007-01-05,1610612743,1610612747,104.0,123.0,0,0
2007-01-06,1610612743,1610612762,84.0,96.0,1,0
2007-01-08,1610612743,1610612749,104.0,92.0,1,1
2007-01-10,1610612743,1610612759,83.0,92.0,1,0
2007-01-12,1610612743,1610612745,86.0,90.0,1,0
2007-01-14,1610612743,1610612757,109.0,93.0,0,1
2007-01-19,1610612743,1610612739,110.0,99.0,1,1
2007-01-20,1610612743,1610612745,121.0,113.0,0,1
2007-01-22,1610612743,1610612763,115.0,98.0,1,1
2007-01-23,1610612743,1610612760,117.0,112.0,0,1
2007-01-26,1610612743,1610612762,111.0,116.0,0,0
2007-01-27,1610612743,1610612751,102.0,112.0,1,0
2007-01-29,1610612743,1610612766,101.0,105.0,1,0
2007-01-31,1610612743,1610612757,91.0,100.0,0,0
2007-02-02,1610612743,1610612757,114.0,107.0,1,1
2007-02-03,1610612743,1610612758,87.0,94.0,0,0
2007-02-05,1610612743,1610612756,108.0,113.0,1,0
2007-02-07,1610612743,1610612740,112.0,114.0,1,0
2007-02-09,1610612743,1610612754,102.0,95.0,0,1
2007-02-10,1610612743,1610612749,109.0,102.0,0,1
2007-02-12,1610612743,1610612744,123.0,111.0,1,1
2007-02-14,1610612743,1610612750,94.0,99.0,0,0
2007-02-20,1610612743,1610612759,80.0,95.0,0,0
2007-02-23,1610612743,1610612762,104.0,114.0,1,0
2007-02-24,1610612743,1610612742,95.0,115.0,0,0
2007-02-26,1610612743,1610612763,111.0,107.0,0,1
2007-02-28,1610612743,1610612753,111.0,101.0,1,1
2007-03-02,1610612743,1610612745,97.0,108.0,1,0
2007-03-06,1610612743,1610612740,106.0,91.0,1,1
2007-03-07,1610612743,1610612744,96.0,110.0,0,0
2007-03-09,1610612743,1610612765,82.0,95.0,1,0
2007-03-11,1610612743,1610612758,113.0,101.0,0,1
2007-03-13,1610612743,1610612757,107.0,99.0,1,1
2007-03-15,1610612743,1610612747,113.0,86.0,1,1
2007-03-17,1610612743,1610612756,131.0,107.0,1,1
2007-03-20,1610612743,1610612751,94.0,90.0,0,1
2007-03-22,1610612743,1610612741,108.0,109.0,0,0
2007-03-23,1610612743,1610612761,94.0,121.0,0,0
2007-03-25,1610612743,1610612739,105.0,93.0,0,1
2007-03-26,1610612743,1610612765,109.0,113.0,0,0
2007-03-28,1610612743,1610612760,97.0,100.0,1,0
2007-03-30,1610612743,1610612756,108.0,125.0,0,0
2007-04-01,1610612743,1610612760,114.0,103.0,0,1
2007-04-03,1610612743,1610612747,111.0,105.0,0,1
2007-04-04,1610612743,1610612758,120.0,115.0,1,1
2007-04-06,1610612743,1610612742,75.0,71.0,1,1
2007-04-07,1610612743,1610612746,96.0,93.0,0,1
2007-04-09,1610612743,1610612747,115.0,111.0,1,1
2007-04-11,1610612743,1610612762,115.0,106.0,0,1
2007-04-13,1610612743,1610612740,107.0,105.0,0,1
2007-04-14,1610612743,1610612763,118.0,133.0,0,0
2007-04-16,1610612743,1610612750,122.0,107.0,1,1
2007-04-18,1610612743,1610612759,100.0,77.0,0,1
2007-04-22,1610612743,1610612759,95.0,89.0,0,1
2007-04-25,1610612743,1610612759,88.0,97.0,0,0
2007-04-28,1610612743,1610612759,91.0,96.0,1,0
2007-04-30,1610612743,1610612759,89.0,96.0,1,0
2007-05-02,1610612743,1610612759,78.0,93.0,0,0
2007-10-09,1610612743,1610612746,119.0,107.0,1,1
2007-10-12,1610612743,1610612757,118.0,102.0,1,1
2007-10-14,1610612743,1610612765,106.0,109.0,0,0
2007-10-16,1610612743,1610612749,104.0,78.0,0,1
2007-10-17,1610612743,1610612765,110.0,119.0,0,0
2007-10-23,1610612743,1610612749,114.0,102.0,1,1
2007-10-25,1610612743,1610612756,113.0,116.0,0,0
2007-10-31,1610612743,1610612760,120.0,103.0,1,1
2007-11-02,1610612743,1610612750,99.0,91.0,0,1
2007-11-04,1610612743,1610612740,88.0,93.0,1,0
2007-11-06,1610612743,1610612752,112.0,119.0,0,0
2007-11-07,1610612743,1610612738,93.0,119.0,0,0
2007-11-09,1610612743,1610612764,118.0,92.0,0,1
2007-11-10,1610612743,1610612754,113.0,106.0,0,1
2007-11-12,1610612743,1610612739,122.0,100.0,1,1
2007-11-14,1610612743,1610612757,110.0,93.0,1,1
2007-11-17,1610612743,1610612752,115.0,83.0,1,1
2007-11-20,1610612743,1610612741,112.0,91.0,1,1
2007-11-21,1610612743,1610612746,90.0,101.0,0,0
2007-11-23,1610612743,1610612750,99.0,93.0,1,1
2007-11-24,1610612743,1610612745,81.0,109.0,0,0
2007-11-27,1610612743,1610612754,110.0,112.0,1,0
2007-11-29,1610612743,1610612747,99.0,127.0,0,0
2007-11-30,1610612743,1610612746,123.0,107.0,1,1
2007-12-02,1610612743,1610612748,115.0,89.0,1,1
2007-12-05,1610612743,1610612747,107.0,111.0,1,0
2007-12-06,1610612743,1610612742,122.0,109.0,0,1
2007-12-08,1610612743,1610612758,101.0,97.0,1,1
2007-12-12,1610612743,1610612740,105.0,99.0,1,1
2007-12-15,1610612743,1610612759,91.0,102.0,0,0
2007-12-16,1610612743,1610612757,105.0,116.0,1,0
2007-12-20,1610612743,1610612745,112.0,111.0,1,1
2007-12-21,1610612743,1610612757,96.0,99.0,0,0
2007-12-23,1610612743,1610612758,106.0,105.0,0,1
2007-12-26,1610612743,1610612749,125.0,105.0,1,1
2007-12-28,1610612743,1610612744,124.0,120.0,0,1
2007-12-30,1610612743,1610612744,95.0,105.0,1,0
2008-01-03,1610612743,1610612759,80.0,77.0,1,1
2008-01-04,1610612743,1610612750,118.0,107.0,0,1
2008-01-06,1610612743,1610612755,109.0,96.0,1,1
2008-01-07,1610612743,1610612756,115.0,137.0,0,0
2008-01-11,1610612743,1610612753,113.0,103.0,1,1
2008-01-14,1610612743,1610612766,116.0,119.0,0,0
2008-01-15,1610612743,1610612737,93.0,104.0,0,0
2008-01-17,1610612743,1610612762,120.0,109.0,1,1
2008-01-19,1610612743,1610612750,111.0,108.0,1,1
2008-01-21,1610612743,1610612747,99.0,116.0,0,0
2008-01-23,1610612743,1610612737,107.0,100.0,1,1
2008-01-25,1610612743,1610612751,100.0,85.0,1,1
2008-01-27,1610612743,1610612742,85.0,90.0,0,0
2008-01-28,1610612743,1610612740,93.0,117.0,0,0
2008-01-30,1610612743,1610612763,106.0,102.0,0,1
2008-02-02,1610612743,1610612766,117.0,101.0,1,1
2008-02-04,1610612743,1610612757,105.0,103.0,0,1
2008-02-06,1610612743,1610612762,115.0,118.0,1,0
2008-02-08,1610612743,1610612764,111.0,100.0,1,1
2008-02-10,1610612743,1610612739,113.0,83.0,0,1
2008-02-12,1610612743,1610612748,114.0,113.0,0,1
2008-02-13,1610612743,1610612753,98.0,109.0,0,0
2008-02-19,1610612743,1610612738,124.0,118.0,1,1
2008-02-22,1610612743,1610612741,121.0,135.0,0,0
2008-02-23,1610612743,1610612749,109.0,115.0,0,0
2008-02-25,1610612743,1610612765,93.0,98.0,1,0
2008-02-27,1610612743,1610612760,138.0,96.0,0,1
2008-02-29,1610612743,1610612746,110.0,104.0,1,1
2008-03-02,1610612743,1610612745,89.0,103.0,0,0
2008-03-05,1610612743,1610612756,126.0,113.0,1,1
2008-03-07,1610612743,1610612759,109.0,96.0,1,1
2008-03-08,1610612743,1610612762,105.0,132.0,0,0
2008-03-10,1610612743,1610612759,103.0,107.0,0,0
2008-03-12,1610612743,1610612763,108.0,86.0,1,1
2008-03-14,1610612743,1610612761,137.0,105.0,1,1
2008-03-16,1610612743,1610612760,168.0,116.0,1,1
2008-03-18,1610612743,1610612765,120.0,136.0,0,0
2008-03-19,1610612743,1610612755,113.0,115.0,0,0
2008-03-21,1610612743,1610612751,125.0,114.0,0,1
2008-03-23,1610612743,1610612761,109.0,100.0,0,1
2008-03-24,1610612743,1610612763,120.0,106.0,0,1
2008-03-27,1610612743,1610612742,118.0,105.0,1,1
2008-03-29,1610612743,1610612744,119.0,112.0,1,1
2008-03-31,1610612743,1610612756,117.0,132.0,0,0
2008-04-01,1610612743,1610612756,126.0,120.0,1,1
2008-04-05,1610612743,1610612758,115.0,118.0,1,0
2008-04-06,1610612743,1610612760,147.0,151.0,0,0
2008-04-08,1610612743,1610612746,117.0,99.0,0,1
2008-04-10,1610612743,1610612744,114.0,105.0,0,1
2008-04-12,1610612743,1610612762,97.0,124.0,0,0
2008-04-13,1610612743,1610612745,111.0,94.0,1,1
2008-04-16,1610612743,1610612763,120.0,111.0,1,1
2008-04-20,1610612743,1610612747,114.0,128.0,0,0
2008-04-23,1610612743,1610612747,107.0,122.0,0,0
2008-04-26,1610612743,1610612747,84.0,102.0,1,0
2008-04-28,1610612743,1610612747,101.0,107.0,1,0
2008-10-10,1610612743,1610612750,118.0,95.0,1,1
2008-10-11,1610612743,1610612756,77.0,72.0,0,1
2008-10-15,1610612743,1610612762,120.0,119.0,1,1
2008-10-17,1610612743,1610612756,94.0,91.0,1,1
2008-10-19,1610612743,1610612750,107.0,111.0,0,0
2008-10-21,1610612743,1610612761,105.0,94.0,0,1
2008-10-24,1610612743,1610612746,106.0,92.0,0,1
2008-10-29,1610612743,1610612762,94.0,98.0,0,0
2008-10-31,1610612743,1610612746,113.0,103.0,0,1
2008-11-01,1610612743,1610612747,97.0,104.0,1,0
2008-11-05,1610612743,1610612744,101.0,111.0,0,0
2008-11-07,1610612743,1610612742,108.0,105.0,1,1
2008-11-09,1610612743,1610612763,100.0,90.0,1,1
2008-11-11,1610612743,1610612766,88.0,80.0,0,1
2008-11-13,1610612743,1610612739,99.0,110.0,0,0
2008-11-14,1610612743,1610612738,94.0,85.0,0,1
2008-11-16,1610612743,1610612750,90.0,84.0,1,1
2008-11-18,1610612743,1610612749,114.0,105.0,1,1
2008-11-19,1610612743,1610612759,91.0,81.0,0,1
2008-11-21,1610612743,1610612747,90.0,104.0,0,0
2008-11-23,1610612743,1610612741,114.0,101.0,1,1
2008-11-26,1610612743,1610612746,106.0,105.0,0,1
2008-11-27,1610612743,1610612740,101.0,105.0,1,0
2008-11-29,1610612743,1610612750,106.0,97.0,0,1
2008-11-30,1610612743,1610612745,104.0,94.0,1,1
2008-12-02,1610612743,1610612761,132.0,93.0,1,1
2008-12-04,1610612743,1610612759,91.0,108.0,1,0
2008-12-06,1610612743,1610612758,118.0,85.0,0,1
2008-12-10,1610612743,1610612750,116.0,105.0,1,1
2008-12-13,1610612743,1610612744,123.0,105.0,1,1
2008-12-15,1610612743,1610612742,98.0,88.0,0,1
2008-12-16,1610612743,1610612745,96.0,108.0,0,0
2008-12-19,1610612743,1610612739,88.0,105.0,1,0
2008-12-20,1610612743,1610612756,101.0,108.0,0,0
2008-12-22,1610612743,1610612757,97.0,89.0,1,1
2008-12-23,1610612743,1610612757,92.0,101.0,0,0
